Sale_Id,Order ID,Customer ID,Product ID,Location_Id,Sales,Unit_Sale,Quantity,Discount,Profit
5572,CA-2011-151162,EA-14035,OFF-PA-10001033,112,98.376,40.99,3,0.2,35.6613
5573,CA-2011-151162,EA-14035,OFF-BI-10003719,112,29.94,24.95,4,0.7,-23.952
5574,CA-2011-151162,EA-14035,OFF-PA-10003036,112,17.472,7.28,3,0.2,5.6784
5575,CA-2011-151162,EA-14035,TEC-PH-10001870,112,36.738,61.23,1,0.4,-9.1845
5576,CA-2011-151162,EA-14035,TEC-PH-10001809,112,179.94,149.95,2,0.4,-44.985
7569,CA-2011-133830,RL-19615,OFF-AR-10003045,326,26.46,2.94,9,0,11.907
7570,CA-2011-133830,RL-19615,OFF-PA-10001363,326,49.12,12.28,4,0,23.0864
7571,CA-2011-133830,RL-19615,OFF-FA-10002280,326,15,5,3,0,7.2
7715,CA-2011-150203,JB-15925,OFF-AP-10001469,327,250.26,41.71,6,0,72.5754
2720,CA-2011-110030,LF-17185,FUR-FU-10002759,246,23.976,19.98,3,0.6,-14.3856
2984,US-2011-112872,RC-19960,OFF-ST-10002205,561,53.424,22.26,3,0.2,4.6746
2985,US-2011-112872,RC-19960,FUR-TA-10003238,561,275.49,550.98,1,0.5,-170.8038
5094,US-2011-140452,BK-11260,OFF-AP-10004036,92,14.016,17.52,4,0.8,-31.536
5095,US-2011-140452,BK-11260,FUR-TA-10004086,92,214.95,85.98,5,0.5,-120.372
5096,US-2011-140452,BK-11260,TEC-PH-10000307,92,35.04,10.95,4,0.2,-7.008
5097,US-2011-140452,BK-11260,FUR-FU-10002088,92,10.776,8.98,3,0.6,-4.8492
5098,US-2011-140452,BK-11260,OFF-BI-10004965,92,4.6,11.5,2,0.8,-8.05
5099,US-2011-140452,BK-11260,OFF-ST-10002485,92,35.168,21.98,2,0.2,-8.3524
7066,CA-2011-106726,RS-19765,OFF-ST-10001496,324,1261.33,180.19,7,0,327.9458
7761,CA-2011-155390,BG-11035,OFF-PA-10003641,352,42.208,26.38,2,0.2,13.7176
5279,CA-2011-159681,PO-18850,OFF-PA-10003641,599,105.52,26.38,4,0,48.5392
7237,CA-2011-138737,FP-14320,OFF-AR-10003190,322,8.64,2.88,3,0,2.4192
8091,CA-2011-101392,AS-10630,OFF-ST-10000532,545,269.36,38.48,7,0,70.0336
8945,CA-2011-154592,EH-14005,OFF-PA-10000062,528,164.88,54.96,3,0,80.7912
1794,CA-2011-104773,TB-21175,OFF-ST-10000777,249,60.416,37.76,2,0.2,6.0416
3665,CA-2011-129364,TB-21250,OFF-LA-10001569,517,27.888,4.98,7,0.2,9.0636
3666,CA-2011-129364,TB-21250,OFF-BI-10001132,517,6.456,5.38,4,0.7,-4.5192
3667,CA-2011-129364,TB-21250,TEC-PH-10003095,517,52.68,21.95,3,0.2,19.755
3668,CA-2011-129364,TB-21250,OFF-SU-10000432,517,13.88,3.47,5,0.2,-2.6025
3669,CA-2011-129364,TB-21250,TEC-AC-10004227,517,103.92,12.99,10,0.2,-18.186
3670,CA-2011-129364,TB-21250,OFF-LA-10004409,517,11.52,2.88,5,0.2,3.744
3671,CA-2011-129364,TB-21250,OFF-PA-10001569,517,10.368,6.48,2,0.2,3.6288
3672,CA-2011-129364,TB-21250,OFF-ST-10001031,517,39.072,16.28,3,0.2,2.9304
3715,CA-2011-135608,JK-15625,OFF-PA-10001954,421,45.68,22.84,2,0,21.0128
3716,CA-2011-135608,JK-15625,FUR-CH-10002602,421,603.92,150.98,5,0.2,45.294
9213,CA-2011-144071,DJ-13420,FUR-FU-10000397,529,39.88,19.94,2,0,11.1664
9214,CA-2011-144071,DJ-13420,FUR-FU-10000758,529,79.44,26.48,3,0,28.5984
889,CA-2011-104976,CK-12760,OFF-PA-10003845,530,34.68,5.78,6,0,16.9932
4565,CA-2011-101175,DM-12955,OFF-ST-10004950,356,100.704,20.98,6,0.2,-1.2588
7443,CA-2011-109932,VP-21760,OFF-PA-10001804,63,10.688,6.68,2,0.2,3.7408
7444,CA-2011-109932,VP-21760,OFF-ST-10000036,63,237.096,98.79,3,0.2,20.7459
7852,CA-2011-169649,TS-21205,OFF-PA-10000143,91,8.448,5.28,2,0.2,2.9568
7853,CA-2011-169649,TS-21205,OFF-AP-10003287,91,20.388,50.97,2,0.8,-53.0088
8123,CA-2011-138128,FP-14320,OFF-EN-10002500,452,30.672,12.78,3,0.2,9.585
8124,CA-2011-138128,FP-14320,TEC-CO-10001766,452,1079.976,449.99,4,0.4,125.9972
873,CA-2011-148488,SM-20005,OFF-PA-10004470,399,11.36,5.68,2,0,5.2256
874,CA-2011-148488,SM-20005,OFF-BI-10000315,399,106.344,18.99,7,0.2,37.2204
5999,US-2011-112991,SH-19975,FUR-CH-10001708,72,338.352,140.98,3,0.2,4.2294
6000,US-2011-112991,SH-19975,OFF-PA-10000019,72,25.92,6.48,4,0,12.4416
6001,US-2011-112991,SH-19975,OFF-PA-10002222,72,91.36,22.84,4,0,42.0256
1246,CA-2011-168494,NP-18700,FUR-TA-10004619,197,764.688,159.31,6,0.2,95.586
1247,CA-2011-168494,NP-18700,FUR-TA-10003473,197,3610.848,376.13,12,0.2,135.4068
1248,CA-2011-168494,NP-18700,FUR-BO-10004467,197,254.9745,99.99,3,0.15,11.9988
2149,CA-2011-141607,WB-21850,FUR-FU-10003975,114,43.31,43.31,1,0,4.331
3142,US-2011-122959,CY-12745,OFF-BI-10003650,522,210.392,525.98,2,0.8,-336.6272
4854,CA-2011-113320,LH-17155,FUR-FU-10004270,415,12.54,4.18,3,0,4.5144
4855,CA-2011-113320,LH-17155,OFF-ST-10000617,415,8.94,2.98,3,0,0.6258
4856,CA-2011-113320,LH-17155,FUR-FU-10001706,415,9.24,3.08,3,0,4.4352
5486,CA-2011-107573,PB-19150,OFF-EN-10001099,359,23.472,9.78,3,0.2,7.6284
2492,CA-2011-113579,KD-16345,OFF-PA-10001457,322,90.24,15.04,6,0,41.5104
3592,CA-2011-154186,RA-19285,OFF-SU-10001574,248,2.92,3.65,1,0.2,0.365
4226,US-2011-102631,EB-13840,FUR-FU-10003930,93,94.428,78.69,3,0.6,-42.4926
6002,CA-2011-124079,RF-19345,FUR-FU-10002553,454,87.96,36.65,3,0.2,7.6965
6003,CA-2011-124079,RF-19345,OFF-BI-10002103,454,5.214,8.69,2,0.7,-4.1712
8640,CA-2011-129819,KC-16675,OFF-BI-10004970,232,12.39,4.13,3,0,5.8233
1973,CA-2011-148950,JD-16015,OFF-BI-10001249,92,5.104,6.38,4,0.8,-8.6768
1974,CA-2011-148950,JD-16015,OFF-FA-10003059,92,2.896,1.81,2,0.2,0.4706
1975,CA-2011-148950,JD-16015,TEC-AC-10002718,92,35.016,14.59,3,0.2,-2.1885
5106,CA-2011-116568,BM-11785,FUR-CH-10002439,143,186.304,58.22,4,0.2,13.9728
5703,US-2011-123519,SS-20875,OFF-AR-10003829,344,2.624,3.28,1,0.2,0.2952
5704,US-2011-123519,SS-20875,FUR-TA-10002645,344,136.53,227.55,1,0.4,-52.3365
5705,US-2011-123519,SS-20875,TEC-AC-10003033,344,263.96,329.95,1,0.2,42.8935
6627,CA-2011-145541,TB-21400,TEC-MA-10001127,397,6999.96,1749.99,4,0,2239.9872
9512,CA-2011-130575,CS-11845,OFF-BI-10002353,93,9.264,15.44,3,0.8,-13.896
1575,CA-2011-101602,MC-18100,TEC-PH-10000169,166,40.68,16.95,3,0.2,-9.153
1576,CA-2011-101602,MC-18100,FUR-CH-10004675,166,763.28,218.08,5,0.3,-21.808
5584,CA-2011-116673,JO-15280,FUR-FU-10003829,525,6.16,3.08,2,0,1.9712
7007,CA-2011-119466,SP-20860,FUR-FU-10001546,93,8.544,10.68,2,0.6,-7.476
7484,CA-2011-129938,EB-13705,FUR-CH-10003774,451,445.802,90.98,7,0.3,-108.2662
2606,CA-2011-112718,KN-16450,OFF-BI-10000591,261,1.167,3.89,1,0.7,-0.8558
3129,CA-2011-136399,CC-12100,FUR-FU-10004090,322,44.46,22.23,2,0,14.6718
3130,CA-2011-136399,CC-12100,FUR-CH-10002602,322,241.568,150.98,2,0.2,18.1176
3131,CA-2011-136399,CC-12100,TEC-AC-10001142,322,395,79,5,0,39.5
3132,CA-2011-136399,CC-12100,TEC-PH-10004977,322,627.168,195.99,4,0.2,70.5564
3769,CA-2011-153913,KB-16585,FUR-CH-10000988,236,1013.832,140.81,9,0.2,101.3832
3770,CA-2011-153913,KB-16585,OFF-FA-10000490,236,1.984,1.24,2,0.2,0.6696
4713,CA-2011-108273,EJ-13720,OFF-PA-10000029,252,36.288,6.48,7,0.2,12.7008
4714,CA-2011-108273,EJ-13720,FUR-FU-10002116,252,56.568,70.71,2,0.6,-74.9526
4886,CA-2011-151379,SC-20695,OFF-PA-10000595,150,114.2,22.84,5,0,52.532
6918,CA-2011-124247,SH-20635,FUR-CH-10001854,508,1403.92,350.98,5,0.2,70.196
9020,CA-2011-100706,LE-16810,TEC-AC-10001314,562,99.98,49.99,2,0,7.9984
9021,CA-2011-100706,LE-16810,FUR-FU-10002268,562,29.46,4.91,6,0,9.7218
9831,CA-2011-113257,SC-20305,TEC-AC-10004171,39,319.968,99.99,4,0.2,95.9904
9832,CA-2011-113257,SC-20305,FUR-FU-10001706,39,8.624,3.08,7,0.6,-2.5872
1495,CA-2011-123925,RF-19840,OFF-AR-10002952,110,40.05,13.35,3,0,11.214
4420,CA-2011-139633,EC-14050,OFF-BI-10002954,112,5.484,4.57,4,0.7,-4.0216
435,US-2011-150574,MK-18160,OFF-BI-10000773,261,4.812,8.02,2,0.7,-3.6892
436,US-2011-150574,MK-18160,TEC-AC-10002600,261,247.8,61.95,5,0.2,-18.585
1432,CA-2011-120768,IM-15070,OFF-BI-10001191,184,152.76,25.46,6,0,74.8524
1433,CA-2011-120768,IM-15070,OFF-SU-10004115,184,7.27,7.27,1,0,1.9629
1434,CA-2011-120768,IM-15070,FUR-CH-10000513,184,1819.86,129.99,14,0,163.7874
8793,CA-2011-162992,BP-11095,OFF-LA-10001934,324,14.62,7.31,2,0,6.8714
8794,CA-2011-162992,BP-11095,OFF-FA-10004248,324,22.55,4.51,5,0,8.7945
8795,CA-2011-162992,BP-11095,TEC-PH-10001944,324,583.8,145.95,5,0.2,72.975
8796,CA-2011-162992,BP-11095,TEC-PH-10002085,324,211.168,65.99,4,0.2,15.8376
9522,CA-2011-169446,SG-20605,TEC-PH-10002817,93,323.976,134.99,3,0.2,36.4473
9523,CA-2011-169446,SG-20605,OFF-PA-10000295,93,15.552,6.48,3,0.2,5.4432
9524,CA-2011-169446,SG-20605,OFF-ST-10000419,93,32.592,13.58,3,0.2,-7.7406
1155,CA-2011-136567,PS-19045,OFF-ST-10004337,228,122.48,61.24,2,0,0
1156,CA-2011-136567,PS-19045,FUR-TA-10001932,228,2244.48,320.64,7,0,493.7856
1157,CA-2011-136567,PS-19045,OFF-BI-10003982,228,62.31,20.77,3,0,29.2857
1158,CA-2011-136567,PS-19045,FUR-TA-10000617,228,455.1,227.55,2,0,100.122
3150,US-2011-109036,KH-16510,OFF-LA-10002043,545,31.05,10.35,3,0,14.904
3320,CA-2011-134551,TS-21505,OFF-AP-10004868,109,43.512,7.77,7,0.2,3.8073
3321,CA-2011-134551,TS-21505,FUR-CH-10004287,109,662.88,276.2,3,0.2,74.574
3322,CA-2011-134551,TS-21505,OFF-PA-10002689,109,25.92,6.48,5,0.2,9.072
3643,CA-2011-156594,MC-17845,OFF-BI-10004632,324,487.984,304.99,2,0.2,152.495
3644,CA-2011-156594,MC-17845,OFF-AR-10001725,324,47.3,23.65,2,0,12.298
3645,CA-2011-156594,MC-17845,OFF-AR-10004269,324,4.13,4.13,1,0,1.1564
3646,CA-2011-156594,MC-17845,OFF-BI-10003007,324,155.12,38.78,5,0.2,50.414
3859,CA-2011-140816,TC-21295,TEC-AC-10001539,579,447.944,79.99,7,0.2,89.5888
4283,CA-2011-103100,AB-10105,OFF-LA-10003720,254,3.69,3.69,1,0,1.7343
4284,CA-2011-103100,AB-10105,OFF-BI-10004600,254,1103.97,367.99,3,0,496.7865
4419,CA-2011-160157,MH-17455,FUR-FU-10003773,225,190.848,79.52,3,0.2,-21.4704
4690,CA-2011-138681,CT-11995,FUR-FU-10001876,588,51.968,32.48,2,0.2,10.3936
4691,CA-2011-138681,CT-11995,TEC-AC-10003628,588,71.976,29.99,3,0.2,21.5928
4692,CA-2011-138681,CT-11995,FUR-CH-10004860,588,242.352,100.98,3,0.2,-42.4116
4693,CA-2011-138681,CT-11995,OFF-PA-10000357,588,221.92,55.48,5,0.2,77.672
4694,CA-2011-138681,CT-11995,OFF-PA-10003270,588,8.448,5.28,2,0.2,2.64
6107,CA-2011-120852,WB-21850,OFF-AP-10001563,210,19.432,48.58,2,0.8,-49.5516
6108,CA-2011-120852,WB-21850,TEC-AC-10004510,210,65.44,16.36,5,0.2,-8.18
7339,CA-2011-163412,SM-20950,FUR-CH-10004875,398,192.186,71.18,3,0.1,36.3018
5639,CA-2011-154893,GM-14440,FUR-CH-10004287,526,1325.76,276.2,6,0.2,149.148
5640,CA-2011-154893,GM-14440,FUR-CH-10000595,526,572.16,238.4,3,0.2,35.76
6243,CA-2011-134621,DP-13390,OFF-BI-10000977,109,18.24,30.4,2,0.7,-14.592
9465,CA-2011-109127,JC-15775,OFF-LA-10004409,401,17.28,2.88,6,0,7.9488
6146,CA-2011-133543,KM-16660,OFF-AR-10003394,532,11.76,2.94,4,0,3.1752
6529,CA-2011-146864,BT-11530,OFF-ST-10004946,397,216.4,54.1,4,0,56.264
6915,CA-2011-142510,NP-18700,OFF-ST-10000585,93,132.16,165.2,1,0.2,9.912
6916,CA-2011-142510,NP-18700,OFF-BI-10002824,93,17.904,14.92,6,0.8,-31.332
6917,CA-2011-142510,NP-18700,OFF-PA-10001289,93,124.032,38.76,4,0.2,44.9616
9724,CA-2011-101364,TW-21025,OFF-BI-10003984,400,296.712,28.53,13,0.2,100.1403
3213,CA-2011-142314,SF-20200,OFF-AP-10002350,488,207.24,18.84,11,0,58.0272
3980,CA-2011-114517,TH-21235,FUR-TA-10001676,397,53.316,44.43,2,0.4,-19.5492
3981,CA-2011-114517,TH-21235,OFF-AP-10002350,397,56.52,18.84,3,0,15.8256
7005,CA-2011-126333,ME-18010,OFF-PA-10000223,464,5.184,6.48,1,0.2,1.8144
9380,CA-2011-154158,CC-12670,OFF-PA-10001295,571,45.528,18.97,3,0.2,15.9348
9381,CA-2011-154158,CC-12670,FUR-CH-10004698,571,64.784,80.98,1,0.2,6.4784
9382,CA-2011-154158,CC-12670,OFF-ST-10000078,571,424.272,265.17,2,0.2,-10.6068
9383,CA-2011-154158,CC-12670,OFF-AR-10001868,571,1.344,1.68,1,0.2,0.504
9384,CA-2011-154158,CC-12670,OFF-ST-10004950,571,83.92,20.98,5,0.2,-1.049
403,CA-2011-113166,LF-17185,OFF-PA-10001947,358,9.568,5.98,2,0.2,3.4684
669,CA-2011-156314,RP-19390,FUR-FU-10003096,99,30.36,7.59,5,0.2,8.7285
1267,US-2011-167738,JC-16105,OFF-ST-10003306,326,142.86,142.86,1,0,41.4294
1268,US-2011-167738,JC-16105,FUR-CH-10001146,326,292.272,60.89,6,0.2,18.267
4504,US-2011-138247,BF-11170,TEC-PH-10000213,326,173.656,31.01,7,0.2,17.3656
4505,US-2011-138247,BF-11170,OFF-AP-10000828,326,361.96,180.98,2,0,101.3488
4506,US-2011-138247,BF-11170,TEC-AC-10004708,326,62.85,20.95,3,0,13.1985
4507,US-2011-138247,BF-11170,TEC-PH-10001530,326,818.376,340.99,3,0.2,51.1485
4508,US-2011-138247,BF-11170,OFF-ST-10002301,326,20.34,20.34,1,0,0.2034
4509,US-2011-138247,BF-11170,FUR-FU-10002554,326,23.99,23.99,1,0,5.5177
8949,CA-2011-132913,AS-10090,OFF-AP-10003278,525,13.97,13.97,1,0,3.6322
125,US-2011-152030,AD-10180,FUR-CH-10004063,249,600.558,285.98,3,0.3,-8.5794
294,CA-2011-111451,KL-16555,FUR-FU-10004091,105,300.416,46.94,8,0.2,78.8592
295,CA-2011-111451,KL-16555,FUR-CH-10001891,105,230.352,95.98,3,0.2,20.1558
296,CA-2011-111451,KL-16555,FUR-FU-10002918,105,218.352,90.98,3,0.2,-24.5646
297,CA-2011-111451,KL-16555,OFF-BI-10004593,105,78.6,52.4,5,0.7,-62.88
298,CA-2011-111451,KL-16555,OFF-FA-10004854,105,27.552,11.48,3,0.2,9.2988
622,US-2011-111171,CA-12265,OFF-BI-10002103,92,8.69,8.69,5,0.8,-14.773
3293,CA-2011-106264,CK-12595,OFF-SU-10002189,526,11.91,3.97,3,0,0.1191
3294,CA-2011-106264,CK-12595,FUR-FU-10001852,526,3.48,1.74,2,0,1.1136
4816,CA-2011-139598,MG-17695,OFF-PA-10004569,452,18.264,7.61,3,0.2,6.1641
4817,CA-2011-139598,MG-17695,OFF-AP-10002998,452,34.656,21.66,2,0.2,5.6316
4818,CA-2011-139598,MG-17695,OFF-AP-10003287,452,81.552,50.97,2,0.2,8.1552
4819,CA-2011-139598,MG-17695,OFF-ST-10001370,452,227.136,70.98,4,0.2,-42.588
7344,CA-2011-168473,TB-21520,OFF-ST-10000563,399,191.88,31.98,6,0,19.188
8690,CA-2011-101427,AY-10555,OFF-AR-10002257,451,8.016,3.34,3,0.2,1.1022
1177,CA-2011-120243,AT-10435,OFF-LA-10004425,325,11.56,2.89,4,0,5.4332
2967,CA-2011-162866,Co-12640,FUR-FU-10001473,551,32.952,13.73,6,0.6,-19.7712
2968,CA-2011-162866,Co-12640,OFF-ST-10002562,551,30.016,9.38,4,0.2,3.0016
4553,US-2011-106334,JF-15490,FUR-CH-10004886,530,230.28,95.95,3,0.2,23.028
4554,US-2011-106334,JF-15490,OFF-PA-10003657,530,12.84,4.28,3,0,5.778
6132,CA-2011-163447,TB-21190,FUR-CH-10004477,400,767.214,60.89,14,0.1,161.9674
7776,CA-2011-166961,CD-12790,OFF-AP-10001366,378,10.98,10.98,1,0,2.9646
7777,CA-2011-166961,CD-12790,OFF-FA-10003485,378,7.86,2.62,3,0,3.6156
7778,CA-2011-166961,CD-12790,OFF-ST-10004507,378,51.45,17.15,3,0,13.8915
7779,CA-2011-166961,CD-12790,OFF-BI-10002353,378,37.056,15.44,3,0.2,13.896
8338,CA-2011-153087,TC-20980,OFF-PA-10001243,139,23.92,5.98,4,0,11.7208
8339,CA-2011-153087,TC-20980,TEC-AC-10003198,139,498,99.6,5,0,184.26
8372,CA-2011-165393,NC-18415,OFF-BI-10001658,189,4.984,24.92,1,0.8,-8.4728
8671,US-2011-159611,KB-16315,FUR-FU-10004904,99,182.352,75.98,3,0.2,-18.2352
8672,US-2011-159611,KB-16315,OFF-ST-10002790,99,118.16,73.85,2,0.2,-25.109
9232,CA-2011-148383,RP-19390,OFF-BI-10003650,454,946.764,525.98,6,0.7,-694.2936
317,CA-2011-164259,SP-20860,OFF-AR-10003373,450,99.136,30.98,4,0.2,8.6744
6296,CA-2011-141313,AJ-10780,OFF-AP-10002651,45,1737.18,289.53,6,0,503.7822
6297,CA-2011-141313,AJ-10780,OFF-ST-10000689,45,704.25,140.85,5,0,84.51
6298,CA-2011-141313,AJ-10780,OFF-PA-10003302,45,141.76,35.44,4,0,66.6272
9943,CA-2011-143371,MD-17350,OFF-ST-10001128,10,998.82,110.98,9,0,29.9646
9944,CA-2011-143371,MD-17350,OFF-SU-10002537,10,51.15,10.23,5,0,13.299
757,CA-2011-106803,DC-13285,OFF-ST-10002444,125,24.56,12.28,2,0,6.8768
758,CA-2011-106803,DC-13285,TEC-AC-10001267,125,119.8,29.95,4,0,47.92
4038,CA-2011-110786,AJ-10795,FUR-FU-10000550,529,24.9,4.98,5,0,8.217
4039,CA-2011-110786,AJ-10795,OFF-PA-10000528,529,21.12,5.28,4,0,9.504
4040,CA-2011-110786,AJ-10795,TEC-MA-10003183,529,767.952,159.99,6,0.2,287.982
4041,CA-2011-110786,AJ-10795,OFF-BI-10003305,529,14.352,5.98,3,0.2,4.6644
4042,CA-2011-110786,AJ-10795,TEC-PH-10001425,529,191.976,79.99,3,0.2,19.1976
4043,CA-2011-110786,AJ-10795,OFF-LA-10001474,529,274.77,30.53,9,0,126.3942
4044,CA-2011-110786,AJ-10795,FUR-FU-10000672,529,70.56,11.76,6,0,23.9904
4320,CA-2011-152345,ST-20530,TEC-PH-10004897,4,23.976,9.99,3,0.2,-5.6943
4321,CA-2011-152345,ST-20530,OFF-ST-10003123,4,33.29,33.29,1,0,7.9896
5678,CA-2011-126802,ZC-21910,FUR-FU-10000193,92,38.976,32.48,3,0.6,-50.6688
7204,CA-2011-118276,MG-17890,FUR-FU-10002111,510,8.736,7.28,3,0.6,-4.8048
7693,CA-2011-102330,AI-10855,OFF-LA-10003923,57,88.8,14.8,6,0,44.4
7694,CA-2011-102330,AI-10855,TEC-PH-10001051,57,319.968,99.99,4,0.2,35.9964
9442,CA-2011-165477,RE-19405,OFF-AP-10003281,271,48.36,12.09,5,0.2,6.045
306,CA-2011-130960,KB-16600,OFF-AR-10003651,572,9.84,3.28,3,0,2.8536
3305,CA-2011-104738,SP-20620,OFF-EN-10004955,296,12.984,5.41,3,0.2,4.7067
3306,CA-2011-104738,SP-20620,TEC-PH-10002468,296,217.584,135.99,2,0.2,19.0386
3307,CA-2011-104738,SP-20620,TEC-PH-10000576,296,328.776,136.99,3,0.2,28.7679
3308,CA-2011-104738,SP-20620,OFF-BI-10002160,296,2.286,3.81,3,0.8,-3.6576
3309,CA-2011-104738,SP-20620,TEC-AC-10003628,296,47.984,29.99,2,0.2,14.3952
3724,US-2011-169789,MF-17665,OFF-BI-10004600,454,551.985,367.99,5,0.7,-459.9875
6060,CA-2011-138072,GA-14725,TEC-AC-10004859,453,27.968,17.48,2,0.2,6.992
7359,US-2011-115189,AR-10345,TEC-PH-10002170,450,251.964,69.99,6,0.4,-50.3928
7360,US-2011-115189,AR-10345,FUR-TA-10004575,450,523.764,290.98,3,0.4,-192.0468
8265,CA-2011-131800,AJ-10960,OFF-AP-10004136,398,122.94,40.98,3,0,30.735
8266,CA-2011-131800,AJ-10960,OFF-BI-10003429,398,35.448,6.33,7,0.2,12.8499
8969,CA-2011-166730,DD-13570,OFF-ST-10002554,352,39.128,48.91,1,0.2,-8.8038
1546,CA-2011-150245,PC-18745,FUR-BO-10002613,607,1573.488,280.98,7,0.2,196.686
2006,CA-2011-111150,RW-19630,OFF-AR-10000034,107,29.68,4.24,7,0,11.5752
2007,CA-2011-111150,RW-19630,TEC-AC-10000290,107,47.53,6.79,7,0,16.1602
2342,US-2011-143231,GM-14455,FUR-FU-10002501,191,63.2,12.64,5,0,23.384
2343,US-2011-143231,GM-14455,TEC-AC-10000358,191,113.97,37.99,3,0,27.3528
4559,CA-2011-127383,CM-11815,OFF-EN-10004773,166,49.568,30.98,2,0.2,17.9684
7678,CA-2011-133592,KM-16375,OFF-PA-10003228,469,195.64,48.91,4,0,91.9508
7679,CA-2011-133592,KM-16375,OFF-PA-10002586,469,14.94,4.98,3,0,7.0218
7680,CA-2011-133592,KM-16375,TEC-AC-10002049,469,1687.8,421.95,4,0,742.632
7681,CA-2011-133592,KM-16375,FUR-BO-10000362,469,341.96,170.98,2,0,78.6508
7682,CA-2011-133592,KM-16375,FUR-CH-10004218,469,605.88,100.98,6,0,151.47
8603,US-2011-133949,JL-15175,TEC-PH-10004908,484,475.944,84.99,7,0.2,59.493
8804,CA-2011-157644,AH-10030,TEC-AC-10003614,398,34.77,11.59,3,0,11.4741
8805,CA-2011-157644,AH-10030,OFF-LA-10003148,398,18.9,6.3,3,0,8.694
213,CA-2012-146262,VW-21775,OFF-LA-10004544,350,23.68,14.8,2,0.2,8.88
214,CA-2012-146262,VW-21775,FUR-BO-10004695,350,452.45,180.98,5,0.5,-244.323
215,CA-2012-146262,VW-21775,TEC-PH-10002844,350,62.982,34.99,3,0.4,-14.6958
216,CA-2012-146262,VW-21775,TEC-MA-10000864,350,1188,440,9,0.7,-950.4
217,CA-2012-146262,VW-21775,TEC-AC-10000109,350,89.584,55.99,2,0.2,4.4792
2487,CA-2012-104514,CB-12535,OFF-ST-10001837,401,85.52,42.76,2,0,22.2352
2488,CA-2012-104514,CB-12535,OFF-AR-10001473,401,9.84,3.28,3,0,2.6568
2489,CA-2012-104514,CB-12535,OFF-PA-10004285,401,20.04,6.68,3,0,9.6192
3901,CA-2012-121097,SF-20965,OFF-PA-10001937,38,10.368,6.48,2,0.2,3.6288
5054,CA-2012-141243,AH-10465,TEC-AC-10003198,130,398.4,99.6,5,0.2,84.66
5055,CA-2012-141243,AH-10465,OFF-AR-10001246,130,7.056,2.94,3,0.2,0.7938
5056,CA-2012-141243,AH-10465,FUR-BO-10003272,130,1352.3976,220.98,9,0.32,-437.5404
5349,CA-2012-149811,CS-12250,OFF-BI-10003676,624,32.34,10.78,3,0,15.5232
5350,CA-2012-149811,CS-12250,OFF-PA-10004082,624,39.9,7.98,5,0,19.95
5647,CA-2012-104241,AG-10495,FUR-FU-10001473,5,192.22,13.73,14,0,69.1992
4228,CA-2012-154970,SR-20740,FUR-CH-10003396,545,61.584,76.98,1,0.2,-6.9282
7720,CA-2012-108588,BG-11695,OFF-AR-10001615,399,59.52,19.84,3,0,15.4752
7721,CA-2012-108588,BG-11695,OFF-EN-10000461,399,17.48,8.74,2,0,8.2156
7722,CA-2012-108588,BG-11695,OFF-BI-10004506,399,13.168,8.23,2,0.2,4.6088
8375,CA-2012-158701,JL-15175,OFF-AP-10004859,529,87.36,14.56,6,0,23.5872
8376,CA-2012-158701,JL-15175,OFF-BI-10001294,529,56.16,11.7,6,0.2,17.55
7717,CA-2012-149636,SP-20620,OFF-PA-10004041,105,29.6,7.4,5,0.2,9.25
7718,CA-2012-149636,SP-20620,OFF-BI-10002764,105,1.938,3.23,2,0.7,-1.3566
7091,CA-2012-119480,CC-12685,OFF-PA-10000474,232,106.32,35.44,3,0,49.9704
7092,CA-2012-119480,CC-12685,OFF-AP-10001205,232,163.44,54.48,3,0,45.7632
7093,CA-2012-119480,CC-12685,OFF-AR-10004691,232,42.76,21.38,2,0,11.1176
7094,CA-2012-119480,CC-12685,OFF-PA-10004996,232,51.55,10.31,5,0,24.2285
1670,US-2012-157154,MM-17920,FUR-TA-10001889,400,1018.104,424.21,4,0.4,-373.3048
5211,CA-2012-156755,YS-21880,OFF-ST-10002615,401,465.18,155.06,3,0,120.9468
9797,CA-2012-128608,CS-12490,OFF-AR-10001374,583,10.368,6.48,2,0.2,1.5552
9798,CA-2012-128608,CS-12490,TEC-PH-10004977,583,235.188,195.99,2,0.4,-43.1178
9799,CA-2012-128608,CS-12490,TEC-PH-10000912,583,26.376,10.99,4,0.4,2.6376
9800,CA-2012-128608,CS-12490,TEC-AC-10000487,583,10.384,6.49,2,0.2,2.2066
9801,CA-2012-128608,CS-12490,TEC-PH-10002262,583,107.118,59.51,3,0.4,-21.4236
4857,CA-2012-137526,PB-19150,OFF-BI-10003364,325,70.008,29.17,3,0.2,24.5028
4858,CA-2012-137526,PB-19150,FUR-FU-10001861,325,77.6,19.4,4,0,38.024
4859,CA-2012-137526,PB-19150,FUR-FU-10004845,325,464.85,51.65,9,0,92.97
8535,CA-2012-169677,KS-16300,OFF-LA-10003223,110,9.82,4.91,2,0,4.8118
468,US-2012-101399,JS-15940,FUR-FU-10002918,435,254.744,90.98,7,0.6,-312.0614
5327,CA-2012-152681,SC-20260,OFF-AR-10003183,301,6.68,3.34,2,0,2.004
6067,CA-2012-151547,AH-10465,OFF-SU-10000898,36,88.96,13.9,8,0.2,10.008
6625,CA-2012-141250,PM-18940,FUR-TA-10002855,576,102.438,146.34,1,0.3,-13.1706
